,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE,CLARENDON_ROW
01:48:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
01:50:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
01:52:08,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
01:54:08,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
01:56:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
01:58:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:00:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:02:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:04:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:06:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:08:08,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:10:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:12:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:14:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:16:08,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:18:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:20:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:22:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:24:08,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:26:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:28:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:30:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:32:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:34:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:36:09,3,0,8,30,40,35,30,7,22,34,38,16,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:38:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:40:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:42:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:44:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:46:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:48:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:50:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:52:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:54:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:56:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
02:58:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:00:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:02:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:04:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:06:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:08:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:10:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:12:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:14:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:16:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:18:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:20:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:22:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:24:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:26:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:28:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:30:08,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:32:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:34:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:36:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:38:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:40:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:42:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:44:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
03:46:09,3,0,8,30,40,35,30,7,22,34,38,17,25,30,27,3,30,30,0,0,25,0,1,30,30,0,1,0,23,1,4,29,0,12,4,20,20,0,6,0,6,12,0,4,35,9,0,0,0,13,2,2,40,29,5,2,0,5,1,0,0,28,3,7,0,26,2,30,7,15,40,2,4,0,11,32,0,2,20,30,30,8,13,20,32,32,30,40,18,2,0,30,27,34,19,30,3,14,4,1,1
