,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE,CLARENDON_ROW
01:48:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
01:50:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
01:52:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
01:54:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
01:56:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
01:58:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:00:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:02:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:04:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:06:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:08:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:10:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:12:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:14:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:16:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:18:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:20:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:22:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:24:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:26:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:28:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,20,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:30:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:32:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:34:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:36:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:38:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:40:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:42:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:44:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:46:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:48:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:50:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:52:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:54:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:56:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
02:58:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:00:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:02:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:04:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:06:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:08:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:10:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:12:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:14:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:16:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:18:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:20:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:22:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:24:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:26:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:28:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:30:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:32:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:34:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:36:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:38:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:40:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:42:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:44:08,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
03:46:09,6,7,11,11,31,9,19,7,16,23,17,3,12,30,10,1,26,29,0,7,11,21,3,15,12,1,21,23,10,11,2,30,4,3,1,20,4,35,7,25,0,2,14,0,1,23,26,14,13,8,14,16,31,26,30,11,0,5,21,16,1,3,28,8,0,27,20,31,21,19,15,3,12,22,18,16,23,31,2,18,24,0,7,5,13,26,6,9,14,1,14,18,29,38,14,25,11,6,4,14,24
