,FENIAN_STREET,CITY_QUAY,FITZWILLIAM_SQUARE_EAST,BROOKFIELD_ROAD,EMMET_ROAD,ROTHE_ABBEY,KING_STREET_NORTH,GREEK_STREET,WESTERN_WAY,CHARLEMONT_PLACE,PARKGATE_STREET,HIGH_STREET,HEUSTON_BRIDGE_(SOUTH),PORTOBELLO_HARBOUR,ECCLES_STREET_EAST,MERRION_SQUARE_EAST,SMITHFIELD,PORTOBELLO_ROAD,CUSTOM_HOUSE_QUAY,MERRION_SQUARE_WEST,HARDWICKE_PLACE,ST._STEPHEN'S_GREEN_EAST,MOLESWORTH_STREET,UPPER_SHERRARD_STREET,MOUNTJOY_SQUARE_WEST,LIME_STREET,EXCHEQUER_STREET,ORMOND_QUAY_UPPER,NEW_CENTRAL_BANK,DAME_STREET,PARNELL_SQUARE_NORTH,DEVERELL_PLACE,EARLSFORT_TERRACE,BOLTON_STREET,JAMES_STREET_EAST,ECCLES_STREET,CATHAL_BRUGHA_STREET,STRAND_STREET_GREAT,FITZWILLIAM_SQUARE_WEST,FOWNES_STREET_UPPER,HERBERT_STREET,PARNELL_STREET,ST._STEPHEN'S_GREEN_SOUTH,PEARSE_STREET,EXCISE_WALK,TALBOT_STREET,CUSTOM_HOUSE,GEORGES_QUAY,LEINSTER_STREET_SOUTH,WILTON_TERRACE,TOWNSEND_STREET,JERVIS_STREET,HEUSTON_STATION_(CENTRAL),SMITHFIELD_NORTH,KEVIN_STREET,NEWMAN_HOUSE,SANDWITH_STREET,MOUNT_STREET_LOWER,HANOVER_QUAY,CHRISTCHURCH_PLACE,SIR_PATRICK_DUN'S,GUILD_STREET,YORK_STREET_WEST,HARCOURT_TERRACE,YORK_STREET_EAST,ST_JAMES_HOSPITAL_(LUAS),CLONMEL_STREET,JOHN_STREET_WEST,JAMES_STREET,MARKET_STREET_SOUTH,MATER_HOSPITAL,CONVENTION_CENTRE,PRINCES_STREET_/_O'CONNELL_STREET,WOLFE_TONE_STREET,OLIVER_BOND_STREET,BARROW_STREET,HERBERT_PLACE,GRAND_CANAL_DOCK,DENMARK_STREET_GREAT,FRANCIS_STREET,NORTH_CIRCULAR_ROAD,THE_POINT,KILMAINHAM_LANE,BLESSINGTON_STREET,ROYAL_HOSPITAL,COLLINS_BARRACKS_MUSEUM,BLACKHALL_PLACE,KILMAINHAM_GAOL,HEUSTON_STATION_(CAR_PARK),BENSON_STREET,FREDERICK_STREET_SOUTH,SOUTH_DOCK_ROAD,ST._JAMES_HOSPITAL_(CENTRAL),HEUSTON_BRIDGE_(NORTH),MOUNT_BROWN,GRANTHAM_STREET,GRATTAN_STREET,HARDWICKE_STREET,HATCH_STREET,GOLDEN_LANE,CLARENDON_ROW
01:48:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:50:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:52:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:54:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:56:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
01:58:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:00:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:02:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:04:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:06:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:08:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:10:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:12:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:14:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:16:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:18:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:20:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:22:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:24:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:26:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:28:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:30:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:32:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:34:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:36:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:38:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:40:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:42:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:44:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:46:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:48:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:50:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:52:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:54:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:56:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
02:58:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:00:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:02:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:04:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:06:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:08:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:10:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:12:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:14:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:16:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:18:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:20:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:22:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:24:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:26:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:28:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:30:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:32:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:34:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:36:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:38:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:40:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:42:09,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:44:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
03:46:08,0,2,1,26,37,24,30,19,14,25,28,25,22,25,23,0,24,30,1,1,19,4,0,30,30,4,5,0,27,4,4,27,1,10,0,17,17,1,1,3,0,7,5,1,4,32,22,13,0,3,0,2,40,23,4,3,4,4,10,1,6,5,6,4,0,16,0,11,31,17,40,1,0,2,8,22,0,3,20,30,30,13,12,17,23,38,30,35,40,2,0,30,8,39,22,21,1,14,0,5,1
